,exp,edu,scale,avgsalary,lnsalary,city,type,industry
7549,无工作经验,本科,500-1000人,20.0,2.9957322735539913,北京,合资,金融/投资/证券
7550,无工作经验,大专,500-1000人,17.5,2.862200880929469,北京,合资,金融/投资/证券
7551,2年经验,中专,500-1000人,25.0,3.218875824868201,北京,合资,金融/投资/证券
7552,无工作经验,中专,150-500人,7.0,1.9459101490553128,深圳,民营公司,金融/投资/证券
7553,无工作经验,高中,150-500人,7.0,1.9459101490553128,深圳,民营公司,金融/投资/证券
7554,无工作经验,高中,150-500人,9.0,2.19722457733622,深圳,民营公司,金融/投资/证券
7555,无工作经验,中专,150-500人,9.0,2.19722457733622,深圳,民营公司,金融/投资/证券
7556,无工作经验,初中及以下,150-500人,9.0,2.19722457733622,深圳,民营公司,金融/投资/证券
7557,无工作经验,高中,150-500人,7.0,1.9459101490553128,深圳,民营公司,金融/投资/证券
7558,无工作经验,高中,150-500人,7.0,1.9459101490553128,深圳,民营公司,金融/投资/证券
7559,3-4年经验,本科,50-150人,17.5,2.862200880929469,上海,合资,金融/投资/证券
7560,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,深圳,民营公司,金融/投资/证券
7561,无工作经验,高中,150-500人,7.0,1.9459101490553128,深圳,民营公司,金融/投资/证券
7562,无工作经验,高中,150-500人,7.0,1.9459101490553128,深圳,民营公司,金融/投资/证券
7563,无工作经验,高中,150-500人,7.0,1.9459101490553128,深圳,民营公司,金融/投资/证券
7564,无工作经验,中专,150-500人,12.5,2.525728644308256,深圳,民营公司,金融/投资/证券
7565,无工作经验,中专,150-500人,9.0,2.19722457733622,深圳,民营公司,金融/投资/证券
7566,无工作经验,高中,150-500人,7.0,1.9459101490553128,深圳,民营公司,金融/投资/证券
7567,无工作经验,中专,150-500人,12.5,2.525728644308256,深圳,民营公司,金融/投资/证券
7568,2年经验,本科,1000-5000人,8.0,2.079441541679836,其他,民营公司,互联网/电子商务
7569,2年经验,本科,1000-5000人,11.5,2.4423470353692043,其他,民营公司,互联网/电子商务
7570,2年经验,本科,1000-5000人,6.0,1.791759469228055,广州,外资企业,互联网/电子商务
7571,1年经验,大专,500-1000人,7.5,2.0149030205422647,其他,民营公司,互联网/电子商务
7572,无工作经验,大专,10000人以上,4.25,1.4469189829363254,其他,民营公司,服装/纺织/皮革
7573,无工作经验,本科,500-1000人,3.75,1.3217558399823195,其他,外资企业,计算机软件
7574,2年经验,大专,1000-5000人,12.5,2.525728644308256,深圳,合资,计算机服务(系统、数据服务、维修)
7575,3-4年经验,大专,50-150人,10.5,2.3513752571634776,上海,民营公司,快速消费品(食品、饮料、化妆品)
7576,无工作经验,无学历要求,500-1000人,5.25,1.6582280766035324,其他,国企,快速消费品(食品、饮料、化妆品)
7577,2年经验,本科,1000-5000人,10.5,2.3513752571634776,广州,国企,其他
7578,2年经验,硕士,50-150人,7.5,2.0149030205422647,其他,民营公司,其他
7579,无工作经验,大专,150-500人,6.5,1.8718021769015916,其他,民营公司,金融/投资/证券
7580,3-4年经验,大专,1000-5000人,9.0,2.19722457733622,广州,民营公司,服装/纺织/皮革
7581,5-7年经验,本科,1000-5000人,20.0,2.9957322735539913,其他,合资,服装/纺织/皮革
7583,无工作经验,无学历要求,150-500人,5.5,1.7047480922384253,北京,国企,其他
7584,2年经验,大专,10000人以上,5.25,1.6582280766035324,西安,外资企业,互联网/电子商务
7585,无工作经验,高中,500-1000人,9.0,2.19722457733622,合肥,民营公司,其他
7586,1年经验,高中,150-500人,6.5,1.8718021769015916,成都,上市公司,互联网/电子商务
7587,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,广州,合资,金融/投资/证券
7588,2年经验,本科,1000-5000人,13.0,2.5649493574615367,其他,国企,计算机软件
7589,无工作经验,大专,少于50人,4.5,1.5040773967762742,其他,民营公司,其他
7590,无工作经验,大专,少于50人,4.5,1.5040773967762742,其他,民营公司,其他
7591,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,北京,合资,金融/投资/证券
7592,无工作经验,无学历要求,150-500人,10.5,2.3513752571634776,北京,合资,金融/投资/证券
7593,5-7年经验,本科,10000人以上,22.5,3.1135153092103742,其他,合资,互联网/电子商务
7594,无工作经验,大专,500-1000人,7.0,1.9459101490553128,成都,上市公司,专业服务(咨询、人力资源、财会)
7595,无工作经验,高中,500-1000人,7.0,1.9459101490553128,成都,上市公司,专业服务(咨询、人力资源、财会)
7596,无工作经验,高中,500-1000人,7.0,1.9459101490553128,成都,上市公司,专业服务(咨询、人力资源、财会)
7597,无工作经验,高中,500-1000人,7.0,1.9459101490553128,成都,上市公司,专业服务(咨询、人力资源、财会)
7598,无工作经验,大专,500-1000人,7.0,1.9459101490553128,成都,上市公司,专业服务(咨询、人力资源、财会)
7600,1年经验,大专,10000人以上,4.25,1.4469189829363254,其他,外资企业,互联网/电子商务
7601,3-4年经验,本科,5000-10000人,17.5,2.862200880929469,上海,合资,计算机软件
7602,1年经验,本科,5000-10000人,11.0,2.3978952727983707,北京,合资,计算机软件
7603,5-7年经验,本科,5000-10000人,15.5,2.7408400239252013,上海,合资,计算机软件
7604,无工作经验,大专,5000-10000人,7.0,1.9459101490553128,上海,合资,计算机软件
7605,2年经验,本科,5000-10000人,12.5,2.525728644308256,北京,合资,计算机软件
7606,无工作经验,无学历要求,10000人以上,7.5,2.0149030205422647,合肥,上市公司,互联网/电子商务
7607,无工作经验,无学历要求,10000人以上,6.5,1.8718021769015916,合肥,上市公司,互联网/电子商务
7608,无工作经验,无学历要求,10000人以上,6.5,1.8718021769015916,合肥,上市公司,互联网/电子商务
7609,无工作经验,中专,10000人以上,5.25,1.6582280766035324,合肥,上市公司,互联网/电子商务
7610,无工作经验,无学历要求,10000人以上,6.0,1.791759469228055,合肥,上市公司,互联网/电子商务
7611,无工作经验,无学历要求,10000人以上,5.25,1.6582280766035324,合肥,上市公司,互联网/电子商务
7612,无工作经验,无学历要求,10000人以上,6.5,1.8718021769015916,合肥,上市公司,互联网/电子商务
7613,无工作经验,中专,10000人以上,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务
7614,无工作经验,无学历要求,50-150人,17.5,2.862200880929469,上海,民营公司,计算机软件
7615,无工作经验,大专,500-1000人,7.5,2.0149030205422647,其他,上市公司,其他
7616,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
7617,5-7年经验,无学历要求,150-500人,20.833333333333336,3.036554268074246,成都,民营公司,金融/投资/证券
7618,无工作经验,本科,500-1000人,17.5,2.862200880929469,上海,外资企业,其他
7619,无工作经验,大专,少于50人,4.5,1.5040773967762742,其他,民营公司,其他
7620,2年经验,大专,10000人以上,6.25,1.8325814637483104,上海,上市公司,金融/投资/证券
7621,无工作经验,本科,150-500人,8.0,2.079441541679836,武汉,民营公司,计算机软件
7622,2年经验,本科,150-500人,7.0,1.9459101490553128,武汉,民营公司,计算机软件
7623,无工作经验,大专,150-500人,5.25,1.6582280766035324,广州,合资,金融/投资/证券
7624,无工作经验,无学历要求,500-1000人,12.5,2.525728644308256,北京,民营公司,金融/投资/证券
7625,2年经验,本科,150-500人,7.0,1.9459101490553128,杭州,民营公司,互联网/电子商务
7626,无工作经验,本科,150-500人,10.0,2.302585092994046,上海,民营公司,金融/投资/证券
7627,2年经验,本科,少于50人,5.25,1.6582280766035324,其他,民营公司,互联网/电子商务
7628,1年经验,大专,1000-5000人,7.0,1.9459101490553128,北京,外资企业,其他
7629,无工作经验,无学历要求,1000-5000人,22.5,3.1135153092103742,北京,外资企业,其他
7630,无工作经验,本科,150-500人,17.5,2.862200880929469,南京,民营公司,计算机软件
7631,无工作经验,本科,150-500人,17.5,2.862200880929469,南京,民营公司,计算机软件
7632,2年经验,本科,1000-5000人,7.0,1.9459101490553128,广州,民营公司,互联网/电子商务
7633,无工作经验,无学历要求,10000人以上,9.0,2.19722457733622,上海,国企,专业服务(咨询、人力资源、财会)
7634,2年经验,无学历要求,10000人以上,7.0,1.9459101490553128,广州,外资企业,快速消费品(食品、饮料、化妆品)
7635,1年经验,本科,150-500人,7.5,2.0149030205422647,上海,外资企业,专业服务(咨询、人力资源、财会)
7636,无工作经验,大专,50-150人,4.75,1.5581446180465501,其他,民营公司,计算机软件
7637,无工作经验,大专,500-1000人,8.0,2.079441541679836,其他,合资,教育/培训/院校
7638,无工作经验,大专,500-1000人,8.0,2.079441541679836,其他,合资,教育/培训/院校
7639,无工作经验,大专,500-1000人,8.0,2.079441541679836,其他,合资,教育/培训/院校
7640,无工作经验,中专,500-1000人,7.5,2.0149030205422647,其他,合资,教育/培训/院校
7641,无工作经验,大专,500-1000人,8.0,2.079441541679836,其他,合资,教育/培训/院校
7642,无工作经验,中专,500-1000人,7.5,2.0149030205422647,其他,合资,教育/培训/院校
7643,1年经验,大专,500-1000人,17.5,2.862200880929469,北京,合资,金融/投资/证券
7644,1年经验,大专,500-1000人,12.5,2.525728644308256,北京,合资,金融/投资/证券
7645,1年经验,大专,500-1000人,25.0,3.218875824868201,北京,合资,金融/投资/证券
7646,无工作经验,大专,500-1000人,25.0,3.218875824868201,北京,合资,金融/投资/证券
7647,无工作经验,大专,500-1000人,25.0,3.218875824868201,北京,合资,金融/投资/证券
7648,1年经验,大专,500-1000人,20.0,2.9957322735539913,北京,合资,金融/投资/证券
7649,1年经验,大专,500-1000人,20.0,2.9957322735539913,北京,合资,金融/投资/证券
7650,1年经验,大专,500-1000人,20.0,2.9957322735539913,北京,合资,金融/投资/证券
7651,1年经验,大专,500-1000人,20.0,2.9957322735539913,北京,合资,金融/投资/证券
7652,1年经验,大专,500-1000人,20.0,2.9957322735539913,北京,合资,金融/投资/证券
7653,1年经验,大专,500-1000人,20.0,2.9957322735539913,北京,合资,金融/投资/证券
7654,1年经验,大专,500-1000人,20.0,2.9957322735539913,北京,合资,金融/投资/证券
7655,无工作经验,大专,500-1000人,16.5,2.8033603809065353,北京,合资,金融/投资/证券
7656,2年经验,大专,500-1000人,16.5,2.8033603809065353,北京,合资,金融/投资/证券
7657,1年经验,大专,1000-5000人,11.5,2.4423470353692043,广州,上市公司,通信/电信运营、增值服务
7658,3-4年经验,本科,150-500人,15.0,2.7080502011022096,其他,民营公司,互联网/电子商务
7659,1年经验,大专,50-150人,7.5,2.0149030205422647,深圳,民营公司,服装/纺织/皮革
7660,无工作经验,无学历要求,1000-5000人,7.0,1.9459101490553128,广州,上市公司,其他
7661,3-4年经验,本科,1000-5000人,22.5,3.1135153092103742,上海,民营公司,金融/投资/证券
7662,3-4年经验,本科,5000-10000人,15.0,2.7080502011022096,上海,上市公司,互联网/电子商务
7663,2年经验,大专,1000-5000人,8.0,2.079441541679836,深圳,民营公司,互联网/电子商务
7664,2年经验,无学历要求,1000-5000人,8.0,2.079441541679836,深圳,民营公司,互联网/电子商务
7665,无工作经验,本科,1000-5000人,9.0,2.19722457733622,北京,民营公司,互联网/电子商务
7666,无工作经验,本科,1000-5000人,9.0,2.19722457733622,北京,民营公司,互联网/电子商务
7667,无工作经验,本科,1000-5000人,9.0,2.19722457733622,北京,民营公司,互联网/电子商务
7668,无工作经验,无学历要求,1000-5000人,9.0,2.19722457733622,广州,外资企业,其他
7669,3-4年经验,大专,150-500人,6.5,1.8718021769015916,广州,创业公司,互联网/电子商务
7670,无工作经验,无学历要求,1000-5000人,9.0,2.19722457733622,广州,外资企业,其他
7671,无工作经验,本科,10000人以上,6.5,1.8718021769015916,其他,民营公司,互联网/电子商务
7672,1年经验,大专,150-500人,6.0,1.791759469228055,北京,民营公司,其他
7673,无工作经验,大专,150-500人,9.0,2.19722457733622,深圳,民营公司,金融/投资/证券
7674,无工作经验,中专,150-500人,12.5,2.525728644308256,深圳,民营公司,金融/投资/证券
7675,无工作经验,高中,150-500人,7.0,1.9459101490553128,深圳,民营公司,金融/投资/证券
7676,无工作经验,高中,150-500人,12.5,2.525728644308256,深圳,民营公司,金融/投资/证券
7677,无工作经验,本科,少于50人,19.0,2.9444389791664403,其他,国企,计算机软件
7678,无工作经验,无学历要求,少于50人,7.5,2.0149030205422647,合肥,民营公司,专业服务(咨询、人力资源、财会)
7679,无工作经验,大专,50-150人,5.25,1.6582280766035324,其他,民营公司,专业服务(咨询、人力资源、财会)
7680,无工作经验,中技,10000人以上,5.75,1.749199854809259,合肥,上市公司,互联网/电子商务
7681,无工作经验,无学历要求,10000人以上,4.5,1.5040773967762742,合肥,上市公司,互联网/电子商务
7682,无工作经验,初中及以下,500-1000人,10.5,2.3513752571634776,深圳,合资,金融/投资/证券
7683,1年经验,本科,1000-5000人,24.16666666666667,3.1849742731925192,广州,国企,其他
7684,1年经验,本科,5000-10000人,7.0,1.9459101490553128,其他,民营公司,快速消费品(食品、饮料、化妆品)
7685,5-7年经验,本科,5000-10000人,30.0,3.4011973816621555,其他,民营公司,快速消费品(食品、饮料、化妆品)
7686,无工作经验,无学历要求,150-500人,12.5,2.525728644308256,上海,民营公司,互联网/电子商务
7687,2年经验,本科,150-500人,12.0,2.4849066497880004,北京,民营公司,计算机软件
7688,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,其他,民营公司,其他
7689,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,其他,民营公司,其他
7690,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,其他,民营公司,其他
7691,1年经验,大专,50-150人,9.5,2.2512917986064958,北京,民营公司,专业服务(咨询、人力资源、财会)
7692,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,其他,民营公司,其他
