,exp,edu,scale,avgsalary,lnsalary,city,type,industry,indu1
8606,无工作经验,无学历要求,10000人以上,4.5,1.5040773967762742,西安,外资企业,计算机软件,计算机软件
8607,无工作经验,无学历要求,1000-5000人,7.0,1.9459101490553128,其他,民营公司,计算机软件,计算机软件
8608,无工作经验,无学历要求,1000-5000人,9.0,2.19722457733622,其他,民营公司,计算机软件,计算机软件
8609,无工作经验,无学历要求,1000-5000人,9.0,2.19722457733622,其他,民营公司,计算机软件,计算机软件
8610,无工作经验,无学历要求,1000-5000人,7.0,1.9459101490553128,其他,民营公司,计算机软件,计算机软件
8611,无工作经验,本科,10000人以上,6.0,1.791759469228055,其他,合资,通信/电信运营、增值服务,其他
8612,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,合肥,民营公司,通信/电信运营、增值服务,其他
8613,无工作经验,无学历要求,50-150人,9.0,2.19722457733622,合肥,民营公司,通信/电信运营、增值服务,其他
8614,无工作经验,无学历要求,50-150人,9.0,2.19722457733622,合肥,民营公司,通信/电信运营、增值服务,其他
8615,2年经验,本科,10000人以上,10.416666666666668,2.3434070875143007,其他,国企,通信/电信运营、增值服务,其他
8616,1年经验,大专,10000人以上,7.0,1.9459101490553128,其他,外资企业,互联网/电子商务,互联网/电子商务
8617,3-4年经验,本科,500-1000人,7.25,1.9810014688665836,深圳,合资,其他,其他
8618,5年以上工作经验,本科,1000-5000人,24.0,3.1780538303479458,深圳,民营公司,计算机软件,计算机软件
8619,2年经验,本科,10000人以上,7.0,1.9459101490553128,其他,国企,通信/电信运营、增值服务,其他
8620,5年以上工作经验,大专,1000-5000人,17.5,2.862200880929469,深圳,外资企业,计算机软件,计算机软件
8621,3-4年经验,本科,10000人以上,27.5,3.3141860046725258,上海,合资,互联网/电子商务,互联网/电子商务
8622,3-4年经验,本科,5000-10000人,17.5,2.862200880929469,上海,外资企业,其他,其他
8623,无工作经验,大专,10000人以上,7.0,1.9459101490553128,上海,上市公司,其他,其他
8624,无工作经验,无学历要求,500-1000人,10.5,2.3513752571634776,成都,民营公司,互联网/电子商务,互联网/电子商务
8625,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8626,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8627,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8628,3-4年经验,本科,500-1000人,25.0,3.218875824868201,杭州,民营公司,其他,其他
8629,无工作经验,本科,5000-10000人,3.5,1.2527629684953678,北京,上市公司,计算机软件,计算机软件
8630,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,其他,其他
8631,无工作经验,无学历要求,500-1000人,5.25,1.6582280766035324,合肥,上市公司,其他,其他
8632,无工作经验,无学历要求,500-1000人,5.25,1.6582280766035324,合肥,上市公司,其他,其他
8633,3-4年经验,本科,150-500人,22.5,3.1135153092103742,深圳,外资企业,其他,其他
8634,2年经验,本科,10000人以上,12.0,2.4849066497880004,武汉,合资,计算机软件,计算机软件
8635,5年以上工作经验,大专,1000-5000人,21.5,3.068052935133617,深圳,外资企业,计算机软件,计算机软件
8636,1年经验,本科,1000-5000人,4.5,1.5040773967762742,其他,民营公司,金融/投资/证券,金融/投资/证券
8637,1年经验,大专,10000人以上,4.0,1.3862943611198906,其他,外资企业,互联网/电子商务,互联网/电子商务
8638,无工作经验,无学历要求,50-150人,5.0,1.6094379124341005,杭州,创业公司,互联网/电子商务,互联网/电子商务
8639,1年经验,本科,500-1000人,5.0,1.6094379124341005,武汉,民营公司,互联网/电子商务,互联网/电子商务
8640,1年经验,无学历要求,1000-5000人,5.0,1.6094379124341005,上海,国企,其他,其他
8641,2年经验,本科,10000人以上,9.0,2.19722457733622,上海,外资企业,互联网/电子商务,互联网/电子商务
8642,2年经验,本科,10000人以上,12.5,2.525728644308256,北京,外资企业,互联网/电子商务,互联网/电子商务
8643,3-4年经验,本科,10000人以上,17.5,2.862200880929469,北京,外资企业,互联网/电子商务,互联网/电子商务
8644,5年以上工作经验,大专,500-1000人,35.0,3.555348061489413,北京,合资,金融/投资/证券,金融/投资/证券
8645,2年经验,大专,500-1000人,17.5,2.862200880929469,北京,合资,金融/投资/证券,金融/投资/证券
8646,3-4年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券,金融/投资/证券
8647,3-4年经验,大专,500-1000人,17.5,2.862200880929469,北京,合资,金融/投资/证券,金融/投资/证券
8648,2年经验,大专,500-1000人,17.5,2.862200880929469,北京,合资,金融/投资/证券,金融/投资/证券
8649,2年经验,大专,500-1000人,17.5,2.862200880929469,北京,合资,金融/投资/证券,金融/投资/证券
8650,2年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券,金融/投资/证券
8651,无工作经验,大专,500-1000人,9.0,2.19722457733622,北京,合资,金融/投资/证券,金融/投资/证券
8652,3-4年经验,大专,500-1000人,12.5,2.525728644308256,北京,合资,金融/投资/证券,金融/投资/证券
8653,3-4年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券,金融/投资/证券
8654,3-4年经验,大专,500-1000人,17.5,2.862200880929469,北京,合资,金融/投资/证券,金融/投资/证券
8655,3-4年经验,大专,500-1000人,27.5,3.3141860046725258,北京,合资,金融/投资/证券,金融/投资/证券
8656,3-4年经验,大专,500-1000人,17.5,2.862200880929469,北京,合资,金融/投资/证券,金融/投资/证券
8657,3-4年经验,大专,500-1000人,17.5,2.862200880929469,北京,合资,金融/投资/证券,金融/投资/证券
8658,3-4年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券,金融/投资/证券
8659,3-4年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券,金融/投资/证券
8660,3-4年经验,本科,500-1000人,12.5,2.525728644308256,其他,民营公司,计算机软件,计算机软件
8661,无工作经验,无学历要求,1000-5000人,7.0,1.9459101490553128,其他,民营公司,计算机软件,计算机软件
8662,无工作经验,无学历要求,1000-5000人,7.0,1.9459101490553128,其他,民营公司,计算机软件,计算机软件
8663,无工作经验,无学历要求,1000-5000人,7.0,1.9459101490553128,其他,民营公司,计算机软件,计算机软件
8664,无工作经验,无学历要求,1000-5000人,7.0,1.9459101490553128,其他,民营公司,计算机软件,计算机软件
8665,无工作经验,无学历要求,1000-5000人,9.0,2.19722457733622,其他,民营公司,计算机软件,计算机软件
8666,无工作经验,无学历要求,1000-5000人,9.0,2.19722457733622,其他,民营公司,计算机软件,计算机软件
8667,3-4年经验,本科,5000-10000人,17.5,2.862200880929469,上海,外资企业,其他,其他
8668,无工作经验,无学历要求,1000-5000人,5.25,1.6582280766035324,合肥,上市公司,其他,其他
8669,1年经验,大专,150-500人,12.0,2.4849066497880004,北京,合资,金融/投资/证券,金融/投资/证券
8670,无工作经验,无学历要求,150-500人,10.5,2.3513752571634776,北京,合资,金融/投资/证券,金融/投资/证券
8671,无工作经验,无学历要求,150-500人,12.0,2.4849066497880004,北京,合资,金融/投资/证券,金融/投资/证券
8672,无工作经验,无学历要求,150-500人,12.0,2.4849066497880004,北京,合资,金融/投资/证券,金融/投资/证券
8673,无工作经验,无学历要求,150-500人,12.0,2.4849066497880004,北京,合资,金融/投资/证券,金融/投资/证券
8674,1年经验,大专,150-500人,12.0,2.4849066497880004,北京,合资,金融/投资/证券,金融/投资/证券
8675,无工作经验,无学历要求,150-500人,10.5,2.3513752571634776,北京,合资,金融/投资/证券,金融/投资/证券
8676,无工作经验,无学历要求,150-500人,10.5,2.3513752571634776,北京,合资,金融/投资/证券,金融/投资/证券
8677,无工作经验,无学历要求,150-500人,12.0,2.4849066497880004,北京,合资,金融/投资/证券,金融/投资/证券
8678,1年经验,大专,5000-10000人,5.25,1.6582280766035324,其他,上市公司,教育/培训/院校,其他
8679,1年经验,大专,5000-10000人,5.25,1.6582280766035324,其他,上市公司,教育/培训/院校,其他
8680,1年经验,大专,5000-10000人,5.25,1.6582280766035324,其他,上市公司,教育/培训/院校,其他
8681,1年经验,大专,5000-10000人,5.25,1.6582280766035324,其他,上市公司,教育/培训/院校,其他
8682,1年经验,大专,5000-10000人,5.25,1.6582280766035324,其他,上市公司,教育/培训/院校,其他
8683,1年经验,大专,5000-10000人,5.25,1.6582280766035324,其他,上市公司,教育/培训/院校,其他
8684,1年经验,大专,5000-10000人,5.25,1.6582280766035324,其他,上市公司,教育/培训/院校,其他
8685,无工作经验,大专,5000-10000人,5.25,1.6582280766035324,其他,上市公司,教育/培训/院校,其他
8686,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8687,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8688,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8689,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8690,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8691,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8692,无工作经验,高中,少于50人,5.25,1.6582280766035324,深圳,民营公司,通信/电信运营、增值服务,其他
8693,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8694,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8695,无工作经验,高中,少于50人,5.25,1.6582280766035324,深圳,民营公司,通信/电信运营、增值服务,其他
8696,无工作经验,高中,少于50人,5.25,1.6582280766035324,深圳,民营公司,通信/电信运营、增值服务,其他
8697,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8698,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8699,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8700,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8701,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8702,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8703,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8704,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8705,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8706,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8707,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8708,无工作经验,高中,少于50人,5.25,1.6582280766035324,合肥,民营公司,通信/电信运营、增值服务,其他
8709,无工作经验,大专,少于50人,6.9,1.9315214116032136,合肥,民营公司,通信/电信运营、增值服务,其他
8710,2年经验,本科,10000人以上,17.5,2.862200880929469,深圳,合资,其他,其他
8711,2年经验,本科,10000人以上,17.5,2.862200880929469,深圳,合资,其他,其他
8712,无工作经验,大专,50-150人,7.5,2.0149030205422647,成都,民营公司,互联网/电子商务,互联网/电子商务
8713,无工作经验,本科,150-500人,4.0,1.3862943611198906,上海,上市公司,计算机软件,计算机软件
8714,无工作经验,无学历要求,150-500人,12.5,2.525728644308256,广州,合资,金融/投资/证券,金融/投资/证券
8715,1年经验,本科,1000-5000人,7.5,2.0149030205422647,北京,民营公司,教育/培训/院校,其他
8716,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,北京,民营公司,其他,其他
8717,无工作经验,中专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
8718,2年经验,无学历要求,1000-5000人,9.0,2.19722457733622,合肥,国企,其他,其他
8719,1年经验,大专,1000-5000人,5.25,1.6582280766035324,上海,外资企业,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
8720,3-4年经验,本科,1000-5000人,17.5,2.862200880929469,杭州,合资,互联网/电子商务,互联网/电子商务
8721,无工作经验,无学历要求,150-500人,12.5,2.525728644308256,广州,合资,金融/投资/证券,金融/投资/证券
8722,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,广州,合资,金融/投资/证券,金融/投资/证券
