,exp,edu,scale,industry,avgsalary,lnsalary,city,type
8040,无工作经验,无学历要求,10000人以上,"互联网/电子商务,金融/投资/证券",6.5,1.8718021769015913,合肥,上市公司
8041,无工作经验,中专,10000人以上,"互联网/电子商务,金融/投资/证券",5.25,1.6582280766035324,合肥,上市公司
8042,无工作经验,无学历要求,10000人以上,"互联网/电子商务,金融/投资/证券",6.0,1.791759469228055,合肥,上市公司
8043,无工作经验,无学历要求,10000人以上,"互联网/电子商务,金融/投资/证券",5.25,1.6582280766035324,合肥,上市公司
8044,无工作经验,无学历要求,10000人以上,"互联网/电子商务,金融/投资/证券",6.5,1.8718021769015913,合肥,上市公司
8045,无工作经验,中专,10000人以上,"互联网/电子商务,金融/投资/证券",7.0,1.9459101490553132,合肥,上市公司
8048,无工作经验,无学历要求,50-150人,"计算机软件,公关/市场推广/会展",17.5,2.8622008809294686,上海,民营公司
8049,无工作经验,大专,500-1000人,"电子技术/半导体/集成电路,新能源",7.5,2.0149030205422647,其他,上市公司
8050,无工作经验,高中,150-500人,金融/投资/证券,7.0,1.9459101490553132,广州,民营公司
8051,5-7年经验,无学历要求,150-500人,"金融/投资/证券,互联网/电子商务",20.833333333333336,3.036554268074246,成都,民营公司
8052,无工作经验,本科,500-1000人,"广告,公关/市场推广/会展",17.5,2.8622008809294686,上海,外资企业
8053,无工作经验,大专,少于50人,影视/媒体/艺术/文化传播,4.5,1.5040773967762742,其他,民营公司
8055,2年经验,大专,10000人以上,金融/投资/证券,6.25,1.8325814637483102,上海,上市公司
8056,无工作经验,本科,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",8.0,2.0794415416798357,武汉,民营公司
8057,2年经验,本科,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",7.0,1.9459101490553132,武汉,民营公司
8058,无工作经验,大专,150-500人,"金融/投资/证券,多元化业务集团公司",5.25,1.6582280766035324,广州,合资
8059,无工作经验,无学历要求,500-1000人,金融/投资/证券,12.5,2.5257286443082556,北京,民营公司
8060,2年经验,本科,150-500人,"互联网/电子商务,计算机软件",7.0,1.9459101490553132,杭州,民营公司
8061,无工作经验,本科,150-500人,"金融/投资/证券,互联网/电子商务",10.0,2.302585092994046,上海,民营公司
8062,2年经验,本科,少于50人,互联网/电子商务,5.25,1.6582280766035324,其他,民营公司
8063,1年经验,大专,1000-5000人,汽车及零配件,7.0,1.9459101490553132,北京,外资企业
8064,无工作经验,无学历要求,1000-5000人,汽车及零配件,22.5,3.1135153092103742,北京,外资企业
8065,无工作经验,本科,150-500人,计算机软件,17.5,2.8622008809294686,南京,民营公司
8066,无工作经验,本科,150-500人,计算机软件,17.5,2.8622008809294686,南京,民营公司
8067,2年经验,本科,1000-5000人,"互联网/电子商务,酒店/旅游",7.0,1.9459101490553132,广州,民营公司
8068,无工作经验,无学历要求,10000人以上,专业服务(咨询、人力资源、财会),9.0,2.1972245773362196,上海,国企
8069,2年经验,无学历要求,10000人以上,快速消费品(食品、饮料、化妆品),7.0,1.9459101490553132,广州,外资企业
8070,1年经验,本科,150-500人,专业服务(咨询、人力资源、财会),7.5,2.0149030205422647,上海,外资企业
8071,无工作经验,大专,50-150人,"计算机软件,互联网/电子商务",4.75,1.55814461804655,其他,民营公司
8072,无工作经验,大专,500-1000人,"教育/培训/院校,互联网/电子商务",8.0,2.0794415416798357,其他,合资
8073,无工作经验,大专,500-1000人,"教育/培训/院校,互联网/电子商务",8.0,2.0794415416798357,其他,合资
8074,无工作经验,大专,500-1000人,"教育/培训/院校,互联网/电子商务",8.0,2.0794415416798357,其他,合资
8075,无工作经验,中专,500-1000人,"教育/培训/院校,互联网/电子商务",7.5,2.0149030205422647,其他,合资
8076,无工作经验,大专,500-1000人,"教育/培训/院校,互联网/电子商务",8.0,2.0794415416798357,其他,合资
8077,无工作经验,中专,500-1000人,"教育/培训/院校,互联网/电子商务",7.5,2.0149030205422647,其他,合资
8078,1年经验,大专,500-1000人,金融/投资/证券,17.5,2.8622008809294686,北京,合资
8079,1年经验,大专,500-1000人,金融/投资/证券,12.5,2.5257286443082556,北京,合资
8080,1年经验,大专,500-1000人,金融/投资/证券,25.0,3.2188758248682006,北京,合资
8081,无工作经验,大专,500-1000人,金融/投资/证券,25.0,3.2188758248682006,北京,合资
8082,无工作经验,大专,500-1000人,金融/投资/证券,25.0,3.2188758248682006,北京,合资
8083,1年经验,大专,500-1000人,金融/投资/证券,20.0,2.995732273553991,北京,合资
8084,1年经验,大专,500-1000人,金融/投资/证券,20.0,2.995732273553991,北京,合资
8085,1年经验,大专,500-1000人,金融/投资/证券,20.0,2.995732273553991,北京,合资
8086,1年经验,大专,500-1000人,金融/投资/证券,20.0,2.995732273553991,北京,合资
8087,1年经验,大专,500-1000人,金融/投资/证券,20.0,2.995732273553991,北京,合资
8088,1年经验,大专,500-1000人,金融/投资/证券,20.0,2.995732273553991,北京,合资
8089,1年经验,大专,500-1000人,金融/投资/证券,20.0,2.995732273553991,北京,合资
8090,无工作经验,大专,500-1000人,金融/投资/证券,16.5,2.803360380906535,北京,合资
8091,2年经验,大专,500-1000人,金融/投资/证券,16.5,2.803360380906535,北京,合资
8092,1年经验,大专,1000-5000人,"通信/电信运营、增值服务,互联网/电子商务",11.5,2.4423470353692043,广州,上市公司
8093,3-4年经验,本科,150-500人,"互联网/电子商务,计算机软件",15.0,2.70805020110221,其他,民营公司
8094,1年经验,大专,50-150人,服装/纺织/皮革,7.5,2.0149030205422647,深圳,民营公司
8095,无工作经验,无学历要求,1000-5000人,网络游戏,7.0,1.9459101490553132,广州,上市公司
8096,3-4年经验,本科,1000-5000人,"金融/投资/证券,互联网/电子商务",22.5,3.1135153092103742,上海,民营公司
8097,3-4年经验,本科,5000-10000人,互联网/电子商务,15.0,2.70805020110221,上海,上市公司
8098,2年经验,大专,1000-5000人,"互联网/电子商务,教育/培训/院校",8.0,2.0794415416798357,深圳,民营公司
8099,2年经验,无学历要求,1000-5000人,"互联网/电子商务,教育/培训/院校",8.0,2.0794415416798357,深圳,民营公司
8100,无工作经验,本科,1000-5000人,"互联网/电子商务,房地产",9.0,2.1972245773362196,北京,民营公司
8101,无工作经验,本科,1000-5000人,"互联网/电子商务,房地产",9.0,2.1972245773362196,北京,民营公司
8102,无工作经验,本科,1000-5000人,"互联网/电子商务,房地产",9.0,2.1972245773362196,北京,民营公司
8103,无工作经验,无学历要求,1000-5000人,"公关/市场推广/会展,外包服务",9.0,2.1972245773362196,广州,外资企业
8104,3-4年经验,大专,150-500人,"互联网/电子商务,金融/投资/证券",6.5,1.8718021769015913,广州,创业公司
8105,无工作经验,无学历要求,1000-5000人,"公关/市场推广/会展,外包服务",9.0,2.1972245773362196,广州,外资企业
8106,无工作经验,本科,10000人以上,"互联网/电子商务,房地产",6.5,1.8718021769015913,其他,民营公司
8107,1年经验,大专,150-500人,"租赁服务,汽车及零配件",6.0,1.791759469228055,北京,民营公司
8108,无工作经验,大专,150-500人,"金融/投资/证券,银行",9.0,2.1972245773362196,深圳,民营公司
8109,无工作经验,中专,150-500人,"金融/投资/证券,银行",12.5,2.5257286443082556,深圳,民营公司
8110,无工作经验,高中,150-500人,"金融/投资/证券,银行",7.0,1.9459101490553132,深圳,民营公司
8111,无工作经验,高中,150-500人,"金融/投资/证券,银行",12.5,2.5257286443082556,深圳,民营公司
8112,无工作经验,本科,少于50人,"计算机软件,计算机服务(系统、数据服务、维修)",19.0,2.9444389791664403,其他,国企
8113,无工作经验,无学历要求,少于50人,专业服务(咨询、人力资源、财会),7.5,2.0149030205422647,合肥,民营公司
8114,无工作经验,大专,50-150人,专业服务(咨询、人力资源、财会),5.25,1.6582280766035324,其他,民营公司
8115,无工作经验,中技,10000人以上,"互联网/电子商务,金融/投资/证券",5.75,1.749199854809259,合肥,上市公司
8116,无工作经验,无学历要求,10000人以上,"互联网/电子商务,金融/投资/证券",4.5,1.5040773967762742,合肥,上市公司
8117,无工作经验,初中及以下,500-1000人,"金融/投资/证券,多元化业务集团公司",10.5,2.3513752571634776,深圳,合资
8119,1年经验,本科,1000-5000人,"通信/电信/网络设备,计算机软件",24.166666666666668,3.1849742731925192,广州,国企
8120,1年经验,本科,5000-10000人,"快速消费品(食品、饮料、化妆品),互联网/电子商务",7.0,1.9459101490553132,其他,民营公司
8121,5-7年经验,本科,5000-10000人,"快速消费品(食品、饮料、化妆品),互联网/电子商务",30.0,3.4011973816621555,其他,民营公司
8122,无工作经验,无学历要求,150-500人,"互联网/电子商务,计算机软件",12.5,2.5257286443082556,上海,民营公司
8123,2年经验,本科,150-500人,计算机软件,12.0,2.4849066497880004,北京,民营公司
8124,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,其他,民营公司
8125,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,其他,民营公司
8126,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,其他,民营公司
8127,1年经验,大专,50-150人,专业服务(咨询、人力资源、财会),9.5,2.2512917986064953,北京,民营公司
8128,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,其他,民营公司
8129,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,其他,民营公司
8130,无工作经验,无学历要求,1000-5000人,"互联网/电子商务,家具/家电/玩具/礼品",5.0,1.6094379124341003,南京,民营公司
8131,无工作经验,无学历要求,50-150人,专业服务(咨询、人力资源、财会),5.25,1.6582280766035324,其他,上市公司
8132,3-4年经验,本科,1000-5000人,"快速消费品(食品、饮料、化妆品),制药/生物工程",12.5,2.5257286443082556,其他,合资
8133,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,其他,民营公司
8134,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,其他,民营公司
8135,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,其他,民营公司
8136,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,其他,民营公司
8137,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,其他,民营公司
8138,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,广州,民营公司
8139,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,广州,民营公司
8140,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,其他,民营公司
8141,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,其他,民营公司
8142,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,其他,民营公司
8143,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,其他,民营公司
8144,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,其他,民营公司
8145,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,广州,民营公司
8146,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,广州,民营公司
8147,无工作经验,无学历要求,50-150人,学术/科研,7.0,1.9459101490553132,广州,民营公司
8148,无工作经验,高中,500-1000人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553132,成都,上市公司
8149,无工作经验,高中,500-1000人,专业服务(咨询、人力资源、财会),5.25,1.6582280766035324,成都,上市公司
8150,无工作经验,无学历要求,150-500人,"互联网/电子商务,计算机软件",9.0,2.1972245773362196,上海,民营公司
8151,无工作经验,中专,500-1000人,"教育/培训/院校,互联网/电子商务",7.5,2.0149030205422647,其他,合资
8152,1年经验,本科,少于50人,"互联网/电子商务,计算机软件",4.0,1.3862943611198906,其他,民营公司
8154,1年经验,本科,1000-5000人,"批发/零售,计算机软件",5.25,1.6582280766035324,其他,民营公司
8155,3-4年经验,本科,10000人以上,"通信/电信/网络设备,电子技术/半导体/集成电路",15.0,2.70805020110221,武汉,上市公司
8156,无工作经验,无学历要求,500-1000人,石油/化工/矿产/地质,5.25,1.6582280766035324,广州,外资企业
8157,无工作经验,无学历要求,500-1000人,石油/化工/矿产/地质,5.25,1.6582280766035324,广州,外资企业
8182,无工作经验,无学历要求,500-1000人,"金融/投资/证券,银行",12.5,2.5257286443082556,北京,上市公司
8183,无工作经验,无学历要求,500-1000人,"金融/投资/证券,银行",12.5,2.5257286443082556,北京,上市公司
8188,无工作经验,无学历要求,50-150人,"金融/投资/证券,计算机服务(系统、数据服务、维修)",7.0,1.9459101490553132,广州,民营公司
8189,无工作经验,无学历要求,50-150人,"金融/投资/证券,互联网/电子商务",17.5,2.8622008809294686,成都,合资
8190,无工作经验,本科,500-1000人,"专业服务(咨询、人力资源、财会),多元化业务集团公司",12.5,2.5257286443082556,北京,民营公司
8191,无工作经验,本科,1000-5000人,"互联网/电子商务,房地产",9.0,2.1972245773362196,北京,民营公司
8192,无工作经验,本科,500-1000人,"专业服务(咨询、人力资源、财会),多元化业务集团公司",12.5,2.5257286443082556,北京,民营公司
8193,无工作经验,高中,50-150人,金融/投资/证券,9.0,2.1972245773362196,深圳,民营公司
